123.3	0.	-2.798802311130195e9
123.35	0.	-2.8033338587535367e9
123.39999999999999	0.	-2.8078709177667623e9
123.45	0.	-2.8124134926248245e9
123.5	0.	-2.8169615877844954e9
123.55	0.	-2.8215152077043686e9
123.6	0.	-2.8260743568448625e9
123.64999999999999	0.	-2.8306390396682115e9
123.7	0.	-2.835209260638475e9
123.75	0.	-2.8397850242215295e9
123.8	0.	-2.8443663348850775e9
123.85	0.	-2.8489531970986385e9
123.89999999999999	0.	-2.8535456153335557e9
123.95	0.	-2.858143594062993e9
124.	0.	-2.862747137761931e9
124.05	0.	-2.867356250907177e9
124.1	0.	-2.8719709379773555e9
124.14999999999999	0.	-2.876591203452913e9
124.2	0.	-2.881217051816119e9
124.25	0.	-2.8858484875510583e9
124.3	0.	-2.8904855151436415e9
124.35	0.	-2.8951281390815973e9
124.39999999999999	0.	-2.899776363854477e9
124.45	0.	-2.904430193953652e9
124.5	0.	-2.90908963387231e9
124.55	0.	-2.9137546881054673e9
124.6	0.	-2.9184253611499534e9
124.64999999999999	0.	-2.9231016575044236e9
124.7	0.	-2.9277835816693516e9
124.75	0.	-2.9324711381470304e9
124.8	0.	-2.9371643314415736e9
124.85	0.	-2.941863166058918e9
124.89999999999999	0.	-2.946567624176511e9
124.95	0.	-2.951277664330914e9
125.	0.	-2.9559933591655707e9
125.05	0.	-2.960714713201627e9
125.1	0.	-2.9654417309620423e9
125.14999999999999	0.	-2.970174416971586e9
125.2	0.	-2.974912775756848e9
125.25	0.	-2.979656811846223e9
125.3	0.	-2.984406529769925e9
125.35	0.	-2.989161934059981e9
125.39999999999999	0.	-2.9939230292502327e9
125.45	0.	-2.9986898198763347e9
125.5	0.	-3.003462310475752e9
125.55	0.	-3.0082405055877666e9
125.6	0.	-3.0130244097534747e9
125.64999999999999	0.	-3.0178140275157843e9
125.7	0.	-3.0226093634194193e9
125.75	0.	-3.027410422010912e9
125.8	0.	-3.0322172078386145e9
125.85	0.	-3.0370297254526896e9
125.89999999999999	0.	-3.041847979405113e9
125.95	0.	-3.0466719742496777e9
126.	0.	-3.0515017145419836e9
126.05	0.	-3.056337204839451e9
126.1	0.	-3.0611784497013087e9
126.14999999999999	0.	-3.0660254536886024e9
126.2	0.	-3.070878221364191e9
126.25	0.	-3.0757367572927437e9
126.3	0.	-3.0806010660407467e9
126.35	0.	-3.0854711521764984e9
126.39999999999999	0.	-3.090347020270111e9
126.45	0.	-3.095228674893512e9
126.5	0.	-3.100116120620436e9
126.55	0.	-3.1050093620264378e9
126.6	0.	-3.1099084036888824e9
126.64999999999999	0.	-3.1148132501869516e9
126.7	0.	-3.1197239061016374e9
126.75	0.	-3.124640376015743e9
126.8	0.	-3.1295626645138903e9
126.85	0.	-3.1344907761825123e9
126.89999999999999	0.	-3.1394247156098547e9
126.95	0.	-3.1443644873859806e9
127.	0.	-3.149310096102758e9
127.05	0.	-3.1542615463538766e9
127.1	0.	-3.159218842734835e9
127.14999999999999	0.	-3.1641819898429475e9
127.2	0.	-3.169150992277342e9
127.25	0.	-3.1741258546389556e9
127.3	0.	-3.179106581530543e9
127.35	0.	-3.184093177556671e9
127.39999999999999	0.	-3.189085647323719e9
127.45	0.	-3.1940839954398823e9
127.5	0.	-3.199088226515165e9
127.55	0.	-3.2040983451613874e9
127.6	0.	-3.209114355992183e9
127.64999999999999	0.	-3.2141362636229987e9
127.7	0.	-3.219164072671095e9
127.75	0.	-3.2241977877555428e9
127.8	0.	-3.2292374134972286e9
127.85	0.	-3.234282954518851e9
127.89999999999999	0.	-3.239334415444926e9
127.95	0.	-3.244391800901778e9
128.	0.	-3.249455115517544e9
128.05	0.	-3.2545243639221783e9
128.1	0.	-3.2595995507474437e9
128.15	0.	-3.264680680626925e9
128.2	0.	-3.269767758196006e9
128.25	0.	-3.2748607880918984e9
128.3	0.	-3.279959774953618e9
128.35	0.	-3.2850647234219933e9
128.4	0.	-3.2901756381396737e9
128.45	0.	-3.2952925237511115e9
128.5	0.	-3.3004153849025836e9
128.55	0.	-3.305544226242171e9
128.6	0.	-3.310679052419766e9
128.65	0.	-3.315819868087087e9
128.7	0.	-3.3209666778976507e9
128.75	0.	-3.3261194865067973e9
128.8	0.	-3.331278298571675e9
128.85	0.	-3.3364431187512436e9
128.9	0.	-3.341613951706284e9
128.95	0.	-3.3467908020993776e9
129.	0.	-3.351973674594933e9
129.05	0.	-3.3571625738591623e9
129.1	0.	-3.3623575045600896e9
129.15	0.	-3.3675584713675613e9
129.2	0.	-3.3727654789532256e9
129.25	0.	-3.3779785319905562e9
129.3	0.	-3.383197635154827e9
129.35	0.	-3.388422793123131e9
129.4	0.	-3.393654010574377e9
129.45	0.	-3.398891292189281e9
129.5	0.	-3.404134642650377e9
129.55	0.	-3.409384066642008e9
129.6	0.	-3.41463956885033e9
129.65	0.	-3.4199011539633174e9
129.7	0.	-3.4251688266707487e9
129.75	0.	-3.430442591664227e9
129.8	0.	-3.4357224536371574e9
129.85	0.	-3.4410084172847595e9
129.9	0.	-3.4463004873040743e9
129.95	0.	-3.4515986683939443e9
130.	0.	-3.4569029652550354e9
130.05	0.	-3.4622133825898194e9
130.1	0.	-3.4675299251025805e9
130.15	0.	-3.472852597499423e9
130.2	0.	-3.478181404488254e9
130.25	0.	-3.483516350778805e9
130.3	0.	-3.4888574410826106e9
130.35	0.	-3.4942046801130176e9
130.4	0.	-3.4995580725851994e9
130.45	0.	-3.5049176232161236e9
130.5	0.	-3.5102833367245874e9
130.55	0.	-3.515655217831188e9
130.6	0.	-3.5210332712583394e9
130.65	0.	-3.5264175017302756e9
130.7	0.	-3.53180791397303e9
130.75	0.	-3.5372045127144623e9
130.8	0.	-3.542607302684236e9
130.85	0.	-3.5480162886138277e9
130.9	0.	-3.553431475236533e9
130.95	0.	-3.558852867287454e9
131.	0.	-3.564280469503512e9
131.05	0.	-3.569714286623433e9
131.1	0.	-3.5751543233877583e9
131.15	0.	-3.580600584538849e9
131.2	0.	-3.5860530748208675e9
131.25	0.	-3.5915117989797997e9
131.3	0.	-3.5969767617634373e9
131.35	0.	-3.602447967921383e9
131.4	0.	-3.607925422205063e9
131.45	0.	-3.6134091293677006e9
131.5	0.	-3.6188990941643486e9
131.55	0.	-3.62439532135186e9
131.6	0.	-3.6298978156889014e9
131.65	0.	-3.6354065819359612e9
131.7	0.	-3.6409216248553286e9
131.75	0.	-3.646442949211118e9
131.8	0.	-3.651970559769245e9
131.85	0.	-3.657504461297442e9
