112.	167.57865210639014	-1.921533883472978e9
112.005	167.56555305802544	-1.9218665282199435e9
112.01	167.55229765104897	-1.9221992189852955e9
112.015	167.53903837895177	-1.9225319557860675e9
112.02	167.52577524019344	-1.922864738626681e9
112.025	167.51250823323235	-1.9231975675115566e9
112.03	167.49923735652578	-1.9235304424451127e9
112.035	167.48596260853003	-1.9238633634317708e9
112.04	167.4726839876999	-1.9241963304759517e9
112.045	167.45940149248915	-1.9245293435820756e9
112.05	167.44611512135046	-1.9248624027545652e9
112.055	167.43282487273515	-1.9251955079978414e9
112.06	167.41953074509365	-1.9255286593163252e9
112.065	167.40623273687513	-1.9258618567144387e9
112.07	167.39293084652735	-1.9261951001966054e9
112.075	167.37962507249713	-1.926528389767248e9
112.08	167.3663154132302	-1.926861725430788e9
112.085	167.35300186717083	-1.9271951071916487e9
112.09	167.33968443276225	-1.927528535054255e9
112.095	167.32636310844663	-1.9278620090230289e9
112.1	167.313037892665	-1.928195529102394e9
112.105	167.2997087838567	-1.928529095296777e9
112.11	167.2863757804606	-1.9288627076105993e9
112.115	167.27303888091384	-1.9291963660482872e9
112.12	167.25969808365244	-1.929530070614266e9
112.125	167.24635338711192	-1.9298638213129587e9
112.13	167.23300478972553	-1.9301976181487927e9
112.135	167.21965228992616	-1.9305314611261942e9
112.14	167.20629588614517	-1.9308653502495868e9
112.145	167.19293557681283	-1.9311992855233989e9
112.15	167.1795713603579	-1.9315332669520564e9
112.155	167.16620323520874	-1.931867294539985e9
112.16	167.1528311997915	-1.9322013682916126e9
112.165	167.13945525253175	-1.9325354882113671e9
112.17	167.12607539185402	-1.9328696543036754e9
112.175	167.11269161618108	-1.9332038665729647e9
112.18	167.0993039239349	-1.9335381250236642e9
112.185	167.08591231353614	-1.9338724296602006e9
112.19	167.07251678340427	-1.9342067804870038e9
112.195	167.05911733195754	-1.9345411775085027e9
112.2	167.0457139576129	-1.9348756207291262e9
112.205	167.0323066587863	-1.9352101101533031e9
112.21	167.01889543389242	-1.9355446457854636e9
112.215	167.00548028134457	-1.9358792276300378e9
112.22	166.99206119955505	-1.9362138556914554e9
112.225	166.9786381869349	-1.9365485299741464e9
112.23	166.96521124189374	-1.936883250482543e9
112.235	166.9517803628404	-1.9372180172210736e9
112.24	166.93834554818213	-1.9375528301941712e9
112.245	166.92490679632502	-1.9378876894062684e9
112.25	166.91741499677246	-1.9382225947646759e9
112.255	166.90930400702067	-1.938557545253676e9
112.26	166.89585662488105	-1.9388925419165583e9
112.265	166.88240526244442	-1.9392275848357449e9
112.27	166.86894991808188	-1.9395626740156755e9
112.275	166.8554905901629	-1.9398978094607882e9
112.28	166.8420272770562	-1.9402329911755178e9
